Protein IDs,Majority protein IDs,Protein names,Gene names,Lead gene name,id,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,MS/MS count,Minus_log10_Pvalue,Log2FC,Median Normalized Intensity Cont1,Median Normalized Intensity Cont2,Median Normalized Intensity Cont3,Median Normalized Intensity Cont4,Median Normalized Intensity Cont5,Median Normalized Intensity Cont6,Median Normalized Intensity KD1,Median Normalized Intensity KD2,Median Normalized Intensity KD3,Median Normalized Intensity KD4,Median Normalized Intensity KD5,Median Normalized Intensity KD6
A0A087WVI0;E9PBL8;Q8WTW3;J3QKY9;J3QLT5;J3KSY3,A0A087WVI0;E9PBL8;Q8WTW3,Conserved oligomeric Golgi complex subunit 1,COG1,COG1,59,7,7,7,12.4,12.4,12.4,104.79,0,24.128,32,2.323984326,1.599589139,-4.068749428,-3.198765039,-3.86965847,-2.501744032,-1.65690136,-2.574067593,-1.028843164,-1.914170861,-1.640194654,-1.320016146,-1.944312096,-0.424814165
A0A087WVM4;B7ZM99;Q6UB35;Q4VXM0;Q4VXM1;H0Y327;Q4VXV2;Q5JYA8;Q5JYA3,A0A087WVM4;B7ZM99;Q6UB35,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",MTHFD1L,MTHFD1L,60,16,16,16,24.6,24.6,24.6,99.31,0,37.193,171,0.359735783,-0.108039816,1.381477356,1.68637228,1.59879446,1.513181925,1.520591259,1.166175604,1.688457727,1.257482648,1.34345293,0.966162324,1.659454226,1.303344131
A0A087WVQ6;Q00610;J3KS13;P53675;A0A087WX41;K7EJJ5;J3KSQ2;J3QL20;J3KRF5;A0A087WV74;A0A087WXH4;F5H5N6,A0A087WVQ6;Q00610,Clathrin heavy chain;Clathrin heavy chain 1,CLTC,CLTC,61,104,104,104,65.7,65.7,65.7,192.06,0,323.31,3713,1.530725546,-0.13942798,8.46036911,8.521209717,8.570185661,8.406785011,8.464980125,8.53653717,8.206715584,8.306022644,8.5340271,8.262580872,8.373828888,8.44032383
A0A087WVT1;Q96MX3,A0A087WVT1;Q96MX3,Zinc finger protein 48,ZNF48,ZNF48,62,2,2,2,9.1,9.1,9.1,53.987,0.0082383,1.751,13,0.151540925,0.184339531,NaN,-4.01190424,-4.304468632,-3.167138577,-4.245399952,-6.195254326,-4.209884167,-3.93006897,-3.797084093,-4.425279617,-4.710720062,-4.129924774
A0A087WVT9;Q4TT34;F2Z2X0;O00746,A0A087WVT9;Q4TT34;F2Z2X0;O00746,"Nucleoside diphosphate kinase;Nucleoside diphosphate kinase, mitochondrial",NME4,NME4,63,1,1,1,9.2,9.2,9.2,16.783,0,4.2879,20,0,-0.198279858,NaN,-2.534123659,NaN,NaN,NaN,NaN,NaN,NaN,-2.311960459,NaN,-3.069495916,-2.815754175
F8W7S5;A0A087WVV2;Q9P2E9,F8W7S5;A0A087WVV2;Q9P2E9,Ribosome-binding protein 1,RRBP1,RRBP1,64,3,3,3,7.2,7.2,7.2,84.325,0,15.907,5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.592850208,NaN,NaN,NaN
A0A087WVZ9;P19388;A0A0A0MQR7;A0A087WWX0;K7EQN2;K7EJ87,A0A087WVZ9;P19388;A0A0A0MQR7,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",POLR2E,POLR2E,65,5,5,5,39.1,39.1,39.1,21.459,0,33.494,30,0.361409663,0.160220685,-0.737154722,-0.138963282,-0.577464342,0.233348325,-0.285856277,-0.362210661,-0.421768516,-0.294438899,0.311706603,0.028734185,0.063455485,-0.594665706
A0A087WW06;Q96AY4;B0QYP5;B0QYP4,A0A087WW06;Q96AY4,Tetratricopeptide repeat protein 28,TTC28,TTC28,66,29,29,29,20.6,20.6,20.6,256.86,0,85.742,209,0.376366222,0.100297113,1.001160741,0.969585717,0.556058943,0.531506538,1.151723146,0.894988954,0.883213818,0.754953921,0.830371678,1.115107775,1.075205922,1.047953606
A0A087WW40;Q9Y371,A0A087WW40;Q9Y371,Endophilin-B1,SH3GLB1,SH3GLB1,67,12,12,12,36,36,36,44.26,0,81.837,102,0.245046705,-0.126243711,2.124525547,1.798885703,1.75656116,2.041261673,2.155015469,1.694531322,1.713587284,1.30669868,1.544062853,2.492787361,2.30542016,1.450762272
C9JAG1;A0A087WW58;Q9C0D9,C9JAG1;A0A087WW58;Q9C0D9,Ethanolaminephosphotransferase 1,EPT1,EPT1,68,3,3,3,22.8,22.8,22.8,20.557,0,18.897,30,0.343008407,-0.164802241,-0.50392133,-0.873291731,-0.805339456,-0.461816639,-0.459186852,-0.881241679,-0.891369283,-0.87040472,-1.585993528,-0.410580307,-0.975733817,-0.239529476
A0A087WW77;Q15334,A0A087WW77;Q15334,Lethal(2) giant larvae protein homolog 1,LLGL1,LLGL1,69,15,15,15,24.8,24.8,24.8,114.43,0,114.89,146,1.644562728,0.401812245,0.994262874,1.47743535,1.472603083,1.147439361,1.269474983,1.439510942,1.494143009,1.836436033,1.616133213,1.777821183,1.300415635,2.186650991
A0A087WWA3;Q4R9M9;O60333;A0A0U1RQL3,A0A087WWA3;Q4R9M9;O60333,Kinesin-like protein;Kinesin-like protein KIF1B,KIF1B;KIF1Bbeta,KIF1B,70,19,11,11,17.4,11.2,11.2,202.01,0,122.79,106,1.110268681,-0.215506122,0.072654866,0.251934528,-0.23139888,0.110302649,0.32386139,0.029985264,-0.294003844,-0.107542604,-0.141081631,0.223593444,-0.268610954,-0.148051322
A0A2R8Y7T6;A0A087WWK8;A0A3B3IRZ4;Q6DN90;A0A2R8Y695;A0A3B3IU98;A0A0C4DGT3,A0A2R8Y7T6;A0A087WWK8;A0A3B3IRZ4;Q6DN90;A0A2R8Y695;A0A3B3IU98;A0A0C4DGT3,IQ motif and SEC7 domain-containing protein 1,IQSEC1,IQSEC1,71,13,13,13,16.6,16.6,16.6,108.42,0,94.179,131,0.006816985,0.002478124,0.297583967,0.627370894,0.541519225,0.655286551,0.23188825,0.427730113,0.322176427,0.637272716,0.05214297,0.487467527,0.550304472,0.746883631
Q9P2T1;F8WAN9;H0YNJ6;A0A087WWM4;H0YLV5;H0YMB3;H0YLB8;H0YNS9;H0YNH0;H0YK71;H0YMV5;H0YMR9;H0YN74;H0YK13;H0YKK3;H0YMG3;A0A0B4J281;H0YN22;H0YMW6;P36959;H0YKE1,Q9P2T1;F8WAN9;H0YNJ6;A0A087WWM4;H0YLV5;H0YMB3;H0YLB8;H0YNS9,GMP reductase 2;GMP reductase,GMPR2,GMPR2,72,8,8,8,40.2,40.2,40.2,37.874,0,40.006,126,1.429070356,-0.533435886,1.593033314,1.575816154,1.374887943,1.661721349,1.866182685,1.75215888,1.319322348,0.473373443,0.72033757,1.722125769,0.775598049,1.612427831
R4GMM8;A0A087WWM5;F8W703;Q9HCK4;F8WBR3;H7C4V8,R4GMM8;A0A087WWM5;F8W703;Q9HCK4;F8WBR3,Roundabout homolog 2,ROBO2,ROBO2,73,13,13,12,18,18,16.8,117.91,0,38.21,83,0.52958551,-0.267687908,0.497322917,0.200263306,-0.350809842,0.004748186,0.320352972,0.160638079,-0.670920432,-0.804910958,0.142396122,0.265877247,0.469091535,-0.175145343
A0A499FJY3;A0A087WWP4;Q96T37;A0A494C001,A0A499FJY3;A0A087WWP4;Q96T37;A0A494C001,Putative RNA-binding protein 15,RBM15,RBM15,74,10,10,10,16.6,16.6,16.6,101.31,0,32.977,100,0.373362581,0.084823752,0.559852719,0.758224666,0.469269305,0.867806971,0.814704001,0.738014221,1.009600401,1.036709189,0.748541951,0.698897958,0.548494577,0.674570322
A0A0C4DGT8;A0A087WWP8;Q5VWQ0;A0A0C4DH79,A0A0C4DGT8;A0A087WWP8;Q5VWQ0;A0A0C4DH79,Round spermatid basic protein 1,RSBN1,RSBN1,75,4,4,4,7.4,7.4,7.4,77.319,0,5.3044,32,0.859313889,-0.451890747,-2.388164282,-1.867849708,-2.159540415,-2.320618868,-1.925478578,-1.939042568,-3.640295982,-2.353936911,-2.372370243,-2.992647648,-1.942877054,-2.00991106
A0A087WWS1;Q96FV9;R4GMN4;A0A087WY84;J3KT14,A0A087WWS1;Q96FV9;R4GMN4;A0A087WY84,THO complex subunit 1,THOC1,THOC1,76,5,5,5,13.5,13.5,13.5,75.651,0,21.134,48,3.237808705,1.118569876,-2.1033566,-1.926498294,-1.830812812,-1.172325134,-2.160508394,-2.079137087,-0.903380394,-1.521321416,-0.568711698,-0.421706796,-0.7092188,-0.436879963
A0A087WWU8;D6R904;A0A494C0G0;A0A494C0P6;Q5VU61,A0A087WWU8;D6R904;A0A494C0G0;A0A494C0P6,,TPM3,TPM3,77,11,11,5,39.2,39.2,18.1,26.42,0,82.865,145,0.007165307,0.00694415,1.839485288,1.729756236,1.707999587,2.572521687,2.154575586,0.640474319,2.273917198,1.553030133,0.960576117,2.251470089,1.839512348,1.807971716
A0A087WXC5;E7ESZ7;O95299;H7C2W5;H7C1Y7;H7C2X4;C9J6X0;Q8N1B9,A0A087WXC5;E7ESZ7;O95299,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUFA10,NDUFA10,79,14,14,14,42.5,42.5,42.5,40.836,0,53.797,201,0.782245714,-0.113298972,2.579677105,2.453274012,2.599460125,2.433051825,2.66712451,2.359183788,2.250877619,2.272579908,2.354182243,2.58627367,2.564083576,2.383980513
A0A087WXF7;A0A0C4DFW2;Q9UK53,A0A087WXF7;A0A0C4DFW2;Q9UK53,Inhibitor of growth protein;Inhibitor of growth protein 1,ING1,ING1,80,1,1,1,12.6,12.6,12.6,12.566,0.0074452,1.8284,4,0,-0.188017488,-3.779086113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.367733002,-3.566474199,NaN
A0A087WYV3;A0A0D9SEW3;A0A087WXF8;Q9NP64;A0A087WXU5,A0A087WYV3;A0A0D9SEW3;A0A087WXF8;Q9NP64;A0A087WXU5,Nucleolar protein of 40 kDa,ZCCHC17,ZCCHC17,81,2,2,2,16.2,16.2,16.2,20.451,0.00024004,3.3669,2,0.124237206,0.125371625,-1.212657452,-2.506011486,-2.391725302,-2.066616058,-2.917690039,-0.901487529,-1.112016797,-2.340143442,-1.408510685,-2.394604921,-2.139580727,-1.849101543
A0A087WXL6;Q9H270;B7Z879;A0A0G2JS92;A0A087X2J4,A0A087WXL6;Q9H270;B7Z879,Vacuolar protein sorting-associated protein 11 homolog,VPS11,VPS11,82,12,12,12,22,22,22,107.81,0,31.838,86,1.550618529,-0.526507313,0.829093933,0.848601937,1.009047747,0.702986002,0.110622376,0.623552918,0.141898677,0.244378492,0.542922854,-0.293185204,0.621743798,-0.292897582
A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;J3QLC8;A0A0A0MRF8;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81;J3KSJ0,A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;J3QLC8;A0A0A0MRF8;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81,60S ribosomal protein L17,RPL17;RPL17-C18orf32,RPL17,83,10,10,10,53.3,53.3,53.3,19.586,0,26.142,295,2.991162321,0.269845327,4.489591599,4.613526821,4.624964714,4.514751911,4.619490147,4.681388378,4.811086178,4.884927273,4.872232914,4.644498348,4.946481228,5.003559589
P50895;A0A087WXM8;K7ENU8,P50895;A0A087WXM8;K7ENU8,Basal cell adhesion molecule,BCAM,BCAM,84,2,2,2,5.3,5.3,5.3,67.404,0.00024178,3.4755,5,1.601720599,0.459887743,-4.221498013,NaN,-4.244919777,-4.609760761,-4.367801189,-4.047105789,-3.980657101,-3.662494898,-4.321046829,NaN,-3.622251987,-3.605195999
I3L2G4;A0A087WXN9;Q765P7,I3L2G4;A0A087WXN9;Q765P7,MTSS1-like protein,MTSS1L,MTSS1L,85,1,1,1,9.8,9.8,9.8,19.89,0.0026643,2.2868,9,0.420877149,-0.607605219,-4.697493553,-5.871812344,NaN,NaN,NaN,NaN,NaN,-5.308116913,-6.284907341,-5.613336086,-5.271417618,-6.983512878
A9JR48;A0A087WXW6;A0A140TA74;A0A140TA70;Q9BXA9;H0YFS7;E7EW59;F5H433;H3BSM9;Q9Y467;Q9NSC2,A9JR48;A0A087WXW6;A0A140TA74;A0A140TA70;Q9BXA9;H0YFS7;E7EW59;F5H433;H3BSM9;Q9Y467;Q9NSC2,Sal-like protein 3;Sal-like protein 2;Sal-like protein 1,SALL3;SALL2;SALL1,SALL3,86,2,2,2,3.3,3.3,3.3,101.53,0,7.878,28,2.413160028,0.820011795,-2.308139086,-1.75492382,-3.020036459,-1.937621117,-2.092442751,-2.518958807,-1.258116484,-1.59527266,-1.313611388,-1.690098882,-1.79872632,-1.056225538
A0A087WXX9;P54646,A0A087WXX9;P54646,5-AMP-activated protein kinase catalytic subunit alpha-2,PRKAA2,PRKAA2,87,7,4,4,21.7,12.7,12.7,62.319,0.00024372,3.6361,11,0.01686214,0.021869802,-2.407235384,-1.843910575,NaN,-2.254235983,-2.914232016,-3.015412331,-1.611641765,NaN,NaN,-3.159559011,-2.624205589,NaN
Q9NP79;A0A087WY55;Q5TGM0,Q9NP79;A0A087WY55;Q5TGM0,Vacuolar protein sorting-associated protein VTA1 homolog,VTA1,VTA1,88,6,6,6,27.4,27.4,27.4,33.879,0,20.842,64,0.540966588,-0.204217401,0.643941462,-0.196391106,0.61681813,-0.009381304,0.133471653,0.109525099,-0.086659499,-0.039300781,0.033182342,0.491195947,0.067412533,-0.393151015
D6RAW0;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;P62837;P61077,D6RAW0;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;P62837;P61077,Ubiquitin-conjugating enzyme E2 D2;Ubiquitin-conjugating enzyme E2 D3,UBE2D3;UBE2D2,UBE2D3,89,1,1,1,15.3,15.3,15.3,8.2133,0.006424,1.9056,19,0.044629055,0.020562967,0.536990345,NaN,0.694988012,0.272748798,NaN,0.666182518,0.647572935,0.720458448,0.579096198,0.300494015,0.182889864,0.94923085
A0A087WYC8;Q9BZI7,A0A087WYC8;Q9BZI7,Regulator of nonsense transcripts 3B,UPF3B,UPF3B,90,4,4,4,21.7,21.7,21.7,25.232,0,24.078,20,0.322363645,0.281359529,-2.781461,-2.153139591,-1.556279063,NaN,-3.276140213,-1.41273582,-1.826648116,-1.671661139,-2.306079626,-1.779222369,-2.18934679,NaN
E9PFH7;A0A087WYG2;Q9UPT6,E9PFH7;A0A087WYG2;Q9UPT6,C-Jun-amino-terminal kinase-interacting protein 3,MAPK8IP3,MAPK8IP3,91,13,13,12,15,15,14.4,146.68,0,53.447,109,1.755100531,-0.390508513,1.592406392,1.220705032,1.29894352,1.379264832,1.702688217,1.193734407,0.924293041,1.320949435,0.53015995,1.076141357,1.098841548,1.094305992
A0A087WYH0;J3KRC8;Q96N06,A0A087WYH0;J3KRC8;Q96N06,Spermatogenesis-associated protein 33,SPATA33,SPATA33,92,1,1,1,16.5,16.5,16.5,12.166,0.00090847,2.578,3,0,NaN,-4.067752361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A0A087X0V7;A0A087WYH9;J3KPL8;O00213;A0A075B7G8;V9GYR7;V9GY97,A0A087X0V7;A0A087WYH9;J3KPL8;O00213;A0A075B7G8;V9GYR7;V9GY97,Amyloid beta A4 precursor protein-binding family B member 1,APBB1,APBB1,93,6,6,6,20.4,20.4,20.4,49.772,0,11.099,27,2.509124245,1.042325978,-1.384210825,-1.903548121,-1.833424211,-2.049963474,-2.240894794,-1.810174942,-1.072565794,-0.879451394,-0.585199952,-0.172454059,-1.846490622,-0.412098676
A0A087WYJ2;M0R2B7;P28340;M0QZR8;A0A2R8Y7K6;A0A2R8Y705;M0QXE6;M0QXQ2;M0R3H8,A0A087WYJ2;M0R2B7;P28340;M0QZR8;A0A2R8Y7K6;A0A2R8Y705,DNA polymerase;DNA polymerase delta catalytic subunit,POLD1,POLD1,94,6,6,6,8,8,8,121.18,0,12.003,33,0.343962888,-0.241342525,-2.110453367,-2.559751987,-2.510341167,-0.904635191,-2.301243782,-2.621932745,-2.535081625,-2.858425379,-1.715783715,-2.661406517,-2.359148741,-2.326567411
Q6UXD5;A0A087WYL5;H3BN26,Q6UXD5;A0A087WYL5,Seizure 6-like protein 2,SEZ6L2,SEZ6L2,95,7,7,7,18.2,18.2,18.2,97.559,0,41.158,88,0.426586138,0.192887484,0.159561723,-0.60273838,-0.239082441,-0.378084511,-0.038976956,-1.093659997,0.236314401,-0.067945234,-0.466041416,-0.180572242,-0.179224938,-0.378186226
A0A087WYN9;Q7Z478,A0A087WYN9;Q7Z478,ATP-dependent RNA helicase DHX29,DHX29,DHX29,96,15,15,15,16.9,16.9,16.9,155.29,0,50.235,109,0.099174949,-0.041936352,0.538701892,0.728903651,0.690972865,0.832481265,1.006836772,0.631100535,0.076667525,0.751713216,0.719637692,0.761582077,1.166015148,0.701763213
H0YE28;A0A087WYP2;Q8IZQ5,H0YE28;A0A087WYP2;Q8IZQ5,Selenoprotein H,C11orf31;SELH,C11orf31,97,2,2,2,20.2,20.2,20.2,10.331,0.0009147,2.6601,7,0.78876614,0.396175548,-1.528448582,-1.515535355,-1.483411193,-0.546936154,-1.370249033,-1.30479002,-1.223287225,-1.307144284,-0.610239089,-1.083785534,-1.19357276,0.045711841
O43399;A0A087WYR3;A0A087WZ51,O43399;A0A087WYR3;A0A087WZ51,Tumor protein D54,TPD52L2,TPD52L2,98,5,5,5,26.2,26.2,26.2,22.237,0,46.346,50,5.513843079,0.917194525,-0.058171485,0.073896721,0.017061042,0.07143683,0.061821412,0.000566915,0.994120419,0.950377464,0.571221888,1.154444814,0.792430997,1.207183003
A0A087WYS3;Q9ULU4;H7C4X9;A0A087WVZ6;A0A087WV57;Q5TH12,A0A087WYS3;Q9ULU4;H7C4X9;A0A087WVZ6;A0A087WV57,Protein kinase C-binding protein 1,ZMYND8,ZMYND8,99,10,10,10,14.2,14.2,14.2,121.25,0,32.833,105,0.233540031,0.120220577,-0.415568799,-1.344066262,-1.006800175,-0.933750808,-0.490314394,-0.739779651,-0.412090093,-1.270686388,-0.54863596,-0.924166858,-0.852203488,-0.201173842
Q15185;A0A087WYT3;B4DDC6,Q15185;A0A087WYT3;B4DDC6,Prostaglandin E synthase 3,PTGES3,PTGES3,100,7,7,7,51.2,51.2,51.2,18.697,0,28.586,78,0.398113705,-0.232791503,4.327804089,4.13661623,4.160936832,4.517059803,3.969412088,3.731177807,3.315626144,4.488642693,3.121852875,4.329901695,4.390212536,3.800021887
A0A087WYV5;X6R3P0;O94813;E9PCX4,A0A087WYV5;X6R3P0;O94813,Slit homolog 2 protein;Slit homolog 2 protein N-product;Slit homolog 2 protein C-product,SLIT2,SLIT2,101,5,5,4,5.7,5.7,4.9,159.98,0,5.5086,10,0.692780617,-0.466078341,-1.953676581,-3.406367302,-2.929249287,-1.814263701,-2.583310843,-1.79447782,-2.617700815,-2.569997072,-3.469830751,-3.462875843,-2.925796509,-2.23161459
H0YCW6;A0A087WZ62;Q9H6U8,H0YCW6;A0A087WZ62;Q9H6U8,"Alpha-1,2-mannosyltransferase ALG9",ALG9,ALG9,102,2,2,2,17.9,17.9,17.9,24.198,0,81.745,30,0.474146268,0.107687712,-2.072811365,-1.821008205,-1.686671257,-1.666846275,-1.634600163,-1.455441475,-1.611396909,-1.537917137,-1.404053211,-1.839696765,-1.751361966,-1.546826482
A0A087WZE9;Q15651,A0A087WZE9;Q15651,High mobility group nucleosome-binding domain-containing protein 3,HMGN3,HMGN3,103,4,2,2,11.5,11.5,11.5,13.956,0,8.6146,35,0.229905456,0.663847427,1.886408687,2.37874198,-4.765994072,0.569102764,0.52454412,-1.479252696,0.996752083,1.471816182,-0.382960141,-1.521546483,1.81809032,0.71448338
M0R1T4;A0A087WZK0;P49366,M0R1T4;A0A087WZK0;P49366,Deoxyhypusine synthase,DHPS,DHPS,104,1,1,1,17.4,17.4,17.4,12.939,0.0020152,2.3842,8,0.334524527,0.181560349,-5.250197887,-5.6008358,-5.956044197,-5.588795185,-5.19618845,NaN,-5.772109509,-5.546232224,NaN,-4.891308784,-5.137757301,NaN
A0A087WZK9;B3KS98;O15372;E5RJT0;E5RGU4,A0A087WZK9;B3KS98;O15372;E5RJT0,Eukaryotic translation initiation factor 3 subunit H,EIF3H,EIF3H,105,13,13,13,52.4,52.4,52.4,39.589,0,15.735,110,0.167258006,-0.119261007,1.722006679,1.889409304,2.125532389,2.698758364,2.776727915,1.523757577,1.535211563,2.391641855,2.542294502,1.567153335,1.686825752,2.29749918
A0A087WZN1;O43837;A0A087X2E5;A0A0D9SG66,A0A087WZN1;O43837;A0A087X2E5,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",IDH3B,IDH3B,106,9,9,9,30.5,30.5,30.5,42.41,0,138.41,92,0.580489703,-0.197059413,1.932986021,2.059708118,2.196294069,2.08400178,2.106008768,2.401114464,1.746307254,1.776176691,2.479967356,2.020447731,2.170894623,1.403963089
H0YAZ9;A0A087WZU2;Q00536;E5RGN0,H0YAZ9;A0A087WZU2;Q00536;E5RGN0,Cyclin-dependent kinase 16,CDK16,CDK16,107,3,1,1,13.8,7.7,7.7,29.731,0.00091303,2.6328,7,0.535844877,0.255404194,NaN,-4.383932114,NaN,NaN,-3.886167765,NaN,NaN,-3.978087187,NaN,-3.778627872,NaN,-3.882222176
A0A087WZV0;O43314;D6RBU4;H0Y9S9;A0A087WWN8;H0Y9M0;K7EPT7;K7ENU7;H7C436,A0A087WZV0;O43314,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,PPIP5K2,PPIP5K2,108,29,29,25,33.6,33.6,29.3,144.36,0,98.841,385,0.655595077,-0.114646077,2.850461483,2.725048542,2.53328228,2.584062099,2.558443785,2.995972157,2.449893236,2.723078728,2.576006174,2.55872345,2.52935338,2.722338915
J3KPF9;A0A087X011;E9PES4;Q9Y496;C9J9X2;H7C2F6;Q5JRK0;H0Y718;A0A0A0MRS8;Q6ZMV9;Q9P2E2,J3KPF9;A0A087X011;E9PES4;Q9Y496,Kinesin-like protein;Kinesin-like protein KIF3A,KIF3A,KIF3A,109,20,20,19,34.6,34.6,33,80.354,0,234.7,255,1.003216236,-0.179604689,2.771260023,3.082804441,3.234978676,2.845044851,3.146107197,3.199123144,2.891171932,2.979191542,2.817731619,2.806895971,2.644616842,3.062082291
A0A087X054;A0A494C039;Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;J3KTF1;J3QL06;Q9BST8;J3QQH7;J3QLE9;A0A087WW13;A0A087X214,A0A087X054;A0A494C039;Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2,Hypoxia up-regulated protein 1,HYOU1,HYOU1,110,43,43,42,57.1,57.1,57.1,104.78,0,323.31,1099,1.691949564,-0.188898007,5.715175152,5.961905003,5.803817272,5.653497219,5.822522163,5.936320305,5.662360668,5.564757347,5.702524662,5.415326118,5.708132267,5.706748009
A0A087X0H7;Q8NEL9,A0A087X0H7;Q8NEL9,Phospholipase DDHD1,DDHD1,DDHD1,111,5,5,5,9.7,9.7,9.7,86.357,0.0002377,3.1864,10,1.179547964,-0.299366931,-1.027952552,-1.162358522,-1.236531138,-0.880838037,-1.052112103,-1.535362005,-1.815891027,-1.254060864,-1.425186157,-1.760144711,-1.18303144,-1.253041744
B4DIB3;A0A087X0I6;Q9P0L2,B4DIB3;A0A087X0I6;Q9P0L2,Serine/threonine-protein kinase MARK1,MARK1,MARK1,112,22,14,14,34.6,24.6,24.6,87.455,0,28.52,115,0.284749079,0.085204045,1.159465075,0.955614448,1.500866413,1.395902157,1.365080595,1.129197001,1.159935355,1.560098529,1.241858125,1.435752153,1.010351896,1.6093539
A0A087X0K1;Q9Y376,A0A087X0K1;Q9Y376,Calcium-binding protein 39,CAB39,CAB39,113,16,16,13,47.8,47.8,40.1,39.452,0,92.724,259,0.536692904,0.143018683,3.049752235,2.836093903,3.084143639,2.526604414,2.700882435,3.0987854,2.891927481,3.3500669,2.943294287,2.779557228,3.006318569,3.183209658
A0A087X0K9;G5E9E7;G3V1L9;Q07157;H0YKB1,A0A087X0K9;G5E9E7;G3V1L9;Q07157,Tight junction protein ZO-1,TJP1,TJP1,114,9,9,9,7.3,7.3,7.3,187.85,0,14.071,49,0.342502989,-0.254884814,-1.33112669,-0.77890265,-1.448262572,-0.462982863,-1.164365172,-0.953175545,-2.419024229,-1.261665225,-0.230700672,-1.183971882,-1.54744184,-1.02532053
A0A087X0L7;J3KNA0;Q15070;E7EVY0;C9JC63,A0A087X0L7;J3KNA0;Q15070;E7EVY0;C9JC63,Mitochondrial inner membrane protein OXA1L,OXA1L,OXA1L,115,6,6,6,11.5,11.5,11.5,48.519,0,4.9233,46,0.535977449,0.281701823,0.587543964,1.187178969,1.347048163,1.185435057,1.046242952,0.422345579,0.844860494,0.925415695,1.60585475,1.486102223,0.680694878,1.923077583
A0A087X0M4;Q9BWU0;A0A087WWF4;H7C256,A0A087X0M4;Q9BWU0;A0A087WWF4,Kanadaptin,SLC4A1AP,SLC4A1AP,116,5,5,5,11.2,11.2,11.2,82.89,0,18.033,30,0.869813906,0.789958395,-3.195063114,-1.733201504,-2.813385248,-3.242687225,-2.391358376,-3.093387604,-1.870042205,-2.11040926,-2.394269943,-0.087194338,-3.23338151,-2.034035444
A0A087X0N3;Q5W149;Q5JYC0;A0A087WTU5;Q96MY1;H0Y778,A0A087X0N3;Q5W149,,NOL4L,NOL4L,117,5,5,5,12.9,12.9,12.9,74.224,0,23.464,57,0.900387828,0.379788329,-1.235814691,-0.977725506,-1.984788418,-1.28694725,-1.875409126,-2.191095591,-1.190466881,-1.451199651,-1.518191099,-0.802265108,-1.286244273,-1.024683595
H0YLD4;H0YLT4;H0YKH1;A0A087X0P4;H0YLB0;H0YLF5;A0A0A0MTI0;P40424;P40425;H0YLM3;U3KQA2;F8WA05;H0Y5D0;Q5JS98;P40426,H0YLD4;H0YLT4;H0YKH1;A0A087X0P4;H0YLB0;H0YLF5;A0A0A0MTI0;P40424;P40425,Pre-B-cell leukemia transcription factor 1;Pre-B-cell leukemia transcription factor 2,PBX1;PBX2,PBX1,118,3,3,3,36.7,36.7,36.7,14.111,0.0002416,3.47,21,0.71561929,0.990811857,NaN,NaN,-1.612806439,-3.724258184,-3.745540857,NaN,-1.677887678,-1.818938613,NaN,-1.583375096,-3.329595804,-1.773819327
A0A087X0R6;Q9UMY4,A0A087X0R6;Q9UMY4,Sorting nexin-12,SNX12,SNX12,119,11,11,9,68.6,68.6,64.5,19.825,0,48.832,118,0.160618731,0.039788524,2.58535862,2.359187603,2.284744978,2.291542292,2.39756465,2.415732861,2.098734379,2.505863428,2.487000227,2.549380779,2.674666166,2.257217169
A0A087X0S5;P12109,A0A087X0S5;P12109,Collagen alpha-1(VI) chain,COL6A1,COL6A1,120,13,13,13,21.8,21.8,21.8,108.34,0,42.235,103,2.091711091,0.491084971,0.796468139,0.452408284,0.688176155,0.444855541,0.072884127,0.475740224,0.845529318,0.609592319,0.916097045,1.076586485,1.411105871,1.018131256
